T,RESIDUALS,SIG_RESID
1998.95962,1.64733,1.96762
1998.96235,0.12411,2.00250
1998.96509,1.40113,1.97489
1998.96783,2.10239,2.06063
1998.97057,2.54890,1.93420
1998.97331,2.43266,1.96908
1998.97604,2.55669,1.98070
1998.97878,4.54399,2.03156
1998.98152,2.95457,2.05045
1998.98426,1.58343,1.94292
1998.98700,2.91158,2.01849
1998.98973,0.54203,1.97489
1998.99247,3.49078,1.99378
1998.99521,3.33684,2.06789
1998.99795,4.16223,2.03447
1999.00342,1.83197,2.12747
1999.00616,1.71434,2.09405
1999.00890,3.72906,2.06499
1999.01164,2.74912,2.07371
1999.01437,1.16254,2.00541
1999.01711,0.03932,2.02139
1999.01985,1.45547,1.99814
1999.02259,0.91399,2.09405
1999.02533,0.66488,2.05336
1999.02806,1.22016,2.20303
1999.03080,1.37082,2.12021
1999.03354,2.24188,2.07661
1999.03628,0.76633,2.17978
1999.03901,-0.37381,2.07516
1999.04175,-0.73955,2.05191
1999.04449,-1.01687,2.01558
1999.04723,1.81722,1.98942
1999.04997,-0.47226,1.99814
1999.05270,-0.55832,2.10277
1999.05544,-0.12795,2.11585
1999.05818,0.12485,2.10568
1999.06092,0.11509,2.06790
1999.06366,1.58377,1.96763
1999.06639,1.47390,2.06063
1999.06913,3.67847,2.12747
1999.07187,1.07649,2.11149
1999.07461,-0.27803,1.99815
1999.07734,0.86991,2.09696
1999.08008,0.25931,2.04610
1999.08282,1.53518,2.10277
1999.08556,2.04150,2.04465
1999.08830,-0.63370,2.16526
1999.09103,2.99657,2.11730
1999.09377,-0.27368,2.13765
1999.09651,-1.30046,2.12457
1999.09925,-2.39277,2.13765
1999.10198,-1.58259,2.14201
1999.10472,-0.16393,1.99233
1999.10746,-0.79479,2.10713
1999.11020,1.66484,2.10132
1999.11294,2.69395,2.10713
1999.11567,2.46155,2.11149
1999.11841,3.09064,2.07516
1999.12115,1.81421,2.09115
1999.12389,1.94828,2.05627
1999.12663,0.47683,2.15508
1999.12936,0.23888,2.21030
1999.13210,-0.68359,2.03738
1999.13484,0.26844,2.11440
1999.13758,1.36896,2.12021
1999.14031,-1.14303,1.99960
1999.14305,1.86947,2.03884
1999.14579,0.13646,2.01413
1999.14853,-0.74807,2.00396
1999.15127,-0.65410,2.01994
1999.15400,0.48235,2.01123
1999.15674,-0.33070,2.08824
1999.15948,1.20172,2.01559
1999.16222,1.68463,2.06499
1999.16496,1.18103,2.09987
1999.16769,-0.61610,2.00977
1999.17043,1.90426,1.97344
1999.17317,1.99009,1.98798
1999.17591,0.58140,2.04320
1999.17864,1.24018,1.98943
1999.18138,-0.94857,2.00396
1999.18412,0.26315,1.98652
1999.18686,4.80533,2.05918
1999.18960,-0.71402,1.97926
1999.19233,0.77909,2.04174
1999.19507,1.48766,1.97490
1999.19780,0.92369,1.97344
1999.20055,0.81815,1.99379
1999.20329,0.90007,2.19287
1999.20602,2.09944,2.03012
1999.20876,2.96324,1.98943
1999.21150,0.40848,1.96908
1999.21424,-0.95085,1.97199
1999.21697,-1.52174,2.00105
1999.21971,-2.66622,2.01268
1999.22245,1.01173,1.99960
1999.22519,0.82609,2.02721
1999.22793,0.96686,2.02866
1999.23066,0.18204,1.98216
1999.23340,0.96063,1.99234
1999.23614,-0.16540,1.98362
1999.23888,-0.34503,1.97926
1999.24162,-0.61527,1.98362
1999.24435,0.81787,2.05046
1999.24709,-0.30862,1.97054
1999.24983,1.28427,2.00251
1999.25257,-0.19349,2.01849
1999.25530,-0.14688,2.01704
1999.25804,0.41508,1.98362
1999.26078,-1.50861,1.94583
1999.26352,-0.87796,1.99524
1999.26626,-1.33697,1.95019
1999.26899,0.26534,2.10423
1999.27173,1.72598,1.95455
1999.27447,1.44694,1.91968
1999.27721,-0.08880,1.97054
1999.27995,1.97377,1.97344
1999.28268,2.97563,1.94293
1999.28542,2.72878,1.92839
1999.28816,3.05722,1.98652
1999.29090,3.13993,2.01413
1999.29363,1.27791,2.00396
1999.29637,1.68716,1.94729
1999.29911,0.93566,1.97635
1999.30185,0.95540,1.94729
1999.30459,1.05739,1.97490
1999.30732,-0.36140,2.05191
1999.31006,0.89405,2.02576
1999.31280,0.04771,2.07807
1999.31554,0.85758,1.92694
1999.31828,-0.00435,1.98943
1999.32101,2.84992,1.99815
1999.32375,1.69638,1.94438
1999.32649,1.69401,1.95455
1999.32923,0.35482,2.03302
1999.33196,-1.16621,2.24663
1999.33470,-1.47909,2.01413
1999.33744,-1.99382,2.07226
1999.34018,1.31459,2.03738
1999.34292,6.10214,1.97780
1999.34565,2.58380,1.99960
1999.34839,2.04958,1.91822
1999.35113,1.89047,1.96908
1999.35387,0.79145,1.99379
1999.35661,0.51653,1.97925
1999.35934,1.90668,1.97925
1999.36208,0.82691,1.95310
1999.36482,1.29520,1.96618
1999.36756,0.95956,1.98507
1999.37029,2.29995,2.00832
1999.37303,-2.01361,2.05772
1999.37577,0.12886,1.97199
1999.37851,1.71036,1.98507
1999.38125,0.64486,2.02866
1999.38398,0.87938,2.03011
1999.38672,0.37589,2.00396
1999.38946,1.24839,1.95310
1999.39220,1.06687,1.95310
1999.39493,1.94732,1.96908
1999.39767,1.58274,1.97635
1999.40041,0.71311,2.00541
1999.40315,0.07143,1.98652
1999.40589,-1.66331,2.06208
1999.40862,1.03787,1.94147
1999.41136,1.39798,1.99378
1999.41410,-0.65999,2.00686
1999.41684,-0.17306,2.08388
1999.41958,-0.28224,2.15944
1999.42231,-0.26652,2.05046
1999.42505,0.75207,2.14200
1999.42779,-0.02546,2.01703
